sm_plant,charge_id,steel_grade,steel_usage,delta_ferrite,ingre_cr,ingre_ni,ingre_s,cast_date,cc_gubun,tundish_temp,mlac_ratio,slab_no,slab_gubun,slab_grind
2공장,CH48259,C13,RJ1,75,18.29,8.26,0.02,2025-06-29,1연주,1482,96.3,111,C,HSHS
2공장,CH48259,C13,RJ1,75,18.29,8.26,0.02,2025-06-29,1연주,1482,96.3,211,C,HSHS
2공장,CH48259,C13,RJ1,75,18.29,8.26,0.02,2025-06-29,1연주,1482,96.3,311,C,HSHS
2공장,CH48259,C13,RJ1,75,18.29,8.26,0.02,2025-06-29,1연주,1482,96.3,411,C,HSHS
2공장,CH48259,C13,RJ1,75,18.29,8.26,0.02,2025-06-29,1연주,1482,96.3,511,C,HSHS
2공장,CH48260,C13,Other,71,18.31,8.28,0.01,2025-06-29,1연주,1490,94.7,311,C,HSHS
2공장,CH48260,C13,Other,71,18.31,8.28,0.01,2025-06-29,1연주,1490,94.7,511,C,HSHS
2공장,CH48260,C13,Other,71,18.31,8.28,0.01,2025-06-29,1연주,1490,94.7,611,C,HSHS
2공장,CH48260,C13,Other,71,18.31,8.28,0.01,2025-06-29,1연주,1490,94.7,711,C,HSHS
2공장,CH48260,C13,Other,71,18.31,8.28,0.01,2025-06-29,2연주,1490,94.7,111,C,HSHS
2공장,CH48260,C13,Other,71,18.31,8.28,0.01,2025-06-29,2연주,1490,94.7,211,C,HSHS
2공장,CH48260,C13,Other,71,18.31,8.28,0.01,2025-06-29,2연주,1490,94.7,411,C,HSHS
2공장,CH48261,C13,Other,64,18.29,8.23,0.02,2025-06-29,2연주,1494,86.6,111,C,HSHS
2공장,CH48261,C13,Other,64,18.29,8.23,0.02,2025-06-29,2연주,1494,86.6,211,C,HSHS
2공장,CH48261,C13,Other,64,18.29,8.23,0.02,2025-06-29,2연주,1494,86.6,311,C,HSHS
2공장,CH48261,C13,Other,64,18.29,8.23,0.02,2025-06-29,2연주,1494,86.6,411,C,HSHS
2공장,CH48261,C13,Other,64,18.29,8.23,0.02,2025-06-29,2연주,1494,86.6,511,C,HSHS
2공장,CH48261,C13,Other,64,18.29,8.23,0.02,2025-06-29,2연주,1494,86.6,611,C,HSHS
2공장,CH48262,C13,Other,75,18.36,8.27,0.01,2025-06-29,2연주,1484,88.5,111,C,HSHS
2공장,CH48262,C13,Other,75,18.36,8.27,0.01,2025-06-29,2연주,1484,88.5,211,C,HSHS
2공장,CH48262,C13,Other,75,18.36,8.27,0.01,2025-06-29,2연주,1484,88.5,311,C,HSHS
2공장,CH48262,C13,Other,75,18.36,8.27,0.01,2025-06-29,2연주,1484,88.5,411,C,HSHS
2공장,CH48262,C13,Other,75,18.36,8.27,0.01,2025-06-29,2연주,1484,88.5,511,C,HSHS
2공장,CH48262,C13,Other,75,18.36,8.27,0.01,2025-06-29,2연주,1484,88.5,611,C,HSHS
2공장,CH48262,C13,Other,75,18.36,8.27,0.01,2025-06-29,2연주,1484,88.5,711,C,HSHS
2공장,CH48263,C13,Other,72,18.26,8.25,0.02,2025-06-29,2연주,1490,90.7,111,C,HSHS
2공장,CH48263,C13,Other,72,18.26,8.25,0.02,2025-06-29,2연주,1490,90.7,211,C,HSHS
2공장,CH48263,C13,Other,72,18.26,8.25,0.02,2025-06-29,2연주,1490,90.7,311,C,HSHS
2공장,CH48276,C13,RJ1,70,18.19,8.19,0.05,2025-06-30,1연주,1499,94.6,211,C,HSHS
2공장,CH48276,C13,RJ1,70,18.19,8.19,0.05,2025-06-30,1연주,1499,94.6,311,C,HSHS
2공장,CH48276,C13,RJ1,70,18.19,8.19,0.05,2025-06-30,1연주,1499,94.6,411,C,HSHS
2공장,CH48276,C13,RJ1,70,18.19,8.19,0.05,2025-06-30,1연주,1499,94.6,511,C,HSHS
2공장,CH48276,C13,RJ1,70,18.19,8.19,0.05,2025-06-30,1연주,1499,94.6,611,C,HSHS
2공장,CH48277,C13,RJ1,73,18.34,8.21,0.01,2025-06-30,1연주,1490,96,111,C,HSHS
2공장,CH48277,C13,RJ1,73,18.34,8.21,0.01,2025-06-30,1연주,1490,96,211,C,HSHS
2공장,CH48277,C13,RJ1,73,18.34,8.21,0.01,2025-06-30,1연주,1490,96,311,C,HSHS
2공장,CH48277,C13,RJ1,73,18.34,8.21,0.01,2025-06-30,2연주,1490,96,411,C,HSHS
2공장,CH48277,C13,RJ1,73,18.34,8.21,0.01,2025-06-30,2연주,1490,96,511,C,HSHS
2공장,CH48277,C13,RJ1,73,18.34,8.21,0.01,2025-06-30,2연주,1490,96,611,C,HSHS
2공장,CH48278,C13,RJ1,74,18.13,8.12,0.02,2025-06-30,1연주,1490,98.1,211,C,HSHS
2공장,CH48278,C13,RJ1,74,18.13,8.12,0.02,2025-06-30,1연주,1490,98.1,511,C,HSHS
2공장,CH48278,C13,RJ1,74,18.13,8.12,0.02,2025-06-30,2연주,1490,98.1,111,C,HSHS
2공장,CH48278,C13,RJ1,74,18.13,8.12,0.02,2025-06-30,2연주,1490,98.1,311,C,HSHS
2공장,CH48278,C13,RJ1,74,18.13,8.12,0.02,2025-06-30,3연주,1490,98.1,611,C,HSHS
2공장,CH48279,C13,RJ1,72,18.12,8.14,0.01,2025-06-30,2연주,1485,98.1,111,C,HSHS
2공장,CH48279,C13,RJ1,72,18.12,8.14,0.01,2025-06-30,2연주,1485,98.1,211,C,HSHS
2공장,CH48279,C13,RJ1,72,18.12,8.14,0.01,2025-06-30,3연주,1485,98.1,311,C,HSHS
2공장,CH48279,C13,RJ1,72,18.12,8.14,0.01,2025-06-30,3연주,1485,98.1,411,C,HSHS
2공장,CH48279,C13,RJ1,72,18.12,8.14,0.01,2025-06-30,3연주,1485,98.1,511,C,HSHS
2공장,CH48279,C13,RJ1,72,18.12,8.14,0.01,2025-06-30,3연주,1485,98.1,611,C,HSHS
2공장,CH48280,C13,RJ1,73,18.23,8.15,0.03,2025-06-30,1연주,1487,99.1,111,C,HSHS
2공장,CH48280,C13,RJ1,73,18.23,8.15,0.03,2025-06-30,1연주,1487,99.1,211,C,HSHS
2공장,CH48280,C13,RJ1,73,18.23,8.15,0.03,2025-06-30,1연주,1487,99.1,411,C,HSHS
2공장,CH48280,C13,RJ1,73,18.23,8.15,0.03,2025-06-30,1연주,1487,99.1,511,C,HSHS
2공장,CH48280,C13,RJ1,73,18.23,8.15,0.03,2025-06-30,1연주,1487,99.1,611,C,HSHS
2공장,CH48280,C13,RJ1,73,18.23,8.15,0.03,2025-06-30,2연주,1487,99.1,311,C,HSHS
2공장,CH48281,C13,RJ1,79,18.33,8.34,0.01,2025-06-30,1연주,1490,99.3,111,C,HSHS
2공장,CH48281,C13,RJ1,79,18.33,8.34,0.01,2025-06-30,1연주,1490,99.3,211,C,HSHS
2공장,CH48281,C13,RJ1,79,18.33,8.34,0.01,2025-06-30,1연주,1490,99.3,311,C,HSHS
2공장,CH48281,C13,RJ1,79,18.33,8.34,0.01,2025-06-30,1연주,1490,99.3,411,C,HSHS
2공장,CH48281,C13,RJ1,79,18.33,8.34,0.01,2025-06-30,1연주,1490,99.3,511,C,HSHS
2공장,CH48281,C13,RJ1,79,18.33,8.34,0.01,2025-06-30,1연주,1490,99.3,611,C,HSHS
2공장,CH48282,C13,RJ1,76,18.3,8.24,0.02,2025-06-30,1연주,1483,90.8,111,C,HSHS
2공장,CH48282,C13,RJ1,76,18.3,8.24,0.02,2025-06-30,1연주,1483,90.8,611,C,HSHS
2공장,CH48282,C13,RJ1,76,18.3,8.24,0.02,2025-06-30,2연주,1483,90.8,211,C,HSHS
2공장,CH48282,C13,RJ1,76,18.3,8.24,0.02,2025-06-30,2연주,1483,90.8,311,C,HSHS
2공장,CH48282,C13,RJ1,76,18.3,8.24,0.02,2025-06-30,2연주,1483,90.8,711,C,HSHS
2공장,CH48282,C13,RJ1,76,18.3,8.24,0.02,2025-06-30,3연주,1483,90.8,411,C,HSHS
2공장,CH48282,C13,RJ1,76,18.3,8.24,0.02,2025-06-30,3연주,1483,90.8,511,C,HSHS
2공장,CH48283,C13,RJ1,77,18.47,8.24,0.01,2025-06-30,1연주,1493,93.6,211,C,HSHS
2공장,CH48283,C13,RJ1,77,18.47,8.24,0.01,2025-06-30,1연주,1493,93.6,611,C,HSHS
2공장,CH48283,C13,RJ1,77,18.47,8.24,0.01,2025-06-30,2연주,1493,93.6,511,C,HSHS
2공장,CH48284,C13,RJ1,78,18.36,8.2,0.02,2025-06-30,1연주,1493,96.2,111,C,HSHS
2공장,CH48284,C13,RJ1,78,18.36,8.2,0.02,2025-06-30,1연주,1493,96.2,411,C,HSHS
2공장,CH48284,C13,RJ1,78,18.36,8.2,0.02,2025-06-30,1연주,1493,96.2,511,C,HSHS
2공장,CH48284,C13,RJ1,78,18.36,8.2,0.02,2025-06-30,2연주,1493,96.2,211,C,HSHS
2공장,CH48284,C13,RJ1,78,18.36,8.2,0.02,2025-06-30,2연주,1493,96.2,311,C,HSHS
2공장,CH48285,C13,RJ1,66,18.23,8.23,0.01,2025-06-30,1연주,1482,92,211,C,HSHS
2공장,CH48285,C13,RJ1,66,18.23,8.23,0.01,2025-06-30,1연주,1482,92,311,C,HSHS
2공장,CH48285,C13,RJ1,66,18.23,8.23,0.01,2025-06-30,1연주,1482,92,411,C,HSHS
2공장,CH48285,C13,RJ1,66,18.23,8.23,0.01,2025-06-30,1연주,1482,92,511,C,HSHS
2공장,CH48285,C13,RJ1,66,18.23,8.23,0.01,2025-06-30,1연주,1482,92,611,C,HSHS
2공장,CH48285,C13,RJ1,66,18.23,8.23,0.01,2025-06-30,4연주,1482,92,111,C,HSHS
2공장,CH48286,C13,RJ1,71,18.24,8.18,0.02,2025-06-30,1연주,1490,97.8,111,C,HSHS
2공장,CH48286,C13,RJ1,71,18.24,8.18,0.02,2025-06-30,1연주,1490,97.8,211,C,HSHS
2공장,CH48286,C13,RJ1,71,18.24,8.18,0.02,2025-06-30,1연주,1490,97.8,411,C,HSHS
2공장,CH48286,C13,RJ1,71,18.24,8.18,0.02,2025-06-30,2연주,1490,97.8,311,C,HSHS
2공장,CH48286,C13,RJ1,71,18.24,8.18,0.02,2025-06-30,2연주,1490,97.8,511,C,HSHS
2공장,CH48287,C13,RJ1,72,18.27,8.17,0.02,2025-06-30,1연주,1489,99.4,411,C,HSHS
2공장,CH48287,C13,RJ1,72,18.27,8.17,0.02,2025-06-30,2연주,1489,99.4,111,C,HSHS
2공장,CH48287,C13,RJ1,72,18.27,8.17,0.02,2025-06-30,2연주,1489,99.4,211,C,HSHS
2공장,CH48287,C13,RJ1,72,18.27,8.17,0.02,2025-06-30,2연주,1489,99.4,311,C,HSHS
2공장,CH48287,C13,RJ1,72,18.27,8.17,0.02,2025-06-30,2연주,1489,99.4,511,C,HSHS
2공장,CH48288,C13,RJ1,67,18.16,8.18,0.01,2025-06-30,1연주,1482,99.6,111,C,HSHS
2공장,CH48288,C13,RJ1,67,18.16,8.18,0.01,2025-06-30,1연주,1482,99.6,211,C,HSHS
2공장,CH48288,C13,RJ1,67,18.16,8.18,0.01,2025-06-30,1연주,1482,99.6,311,C,HSHS
2공장,CH48288,C13,RJ1,67,18.16,8.18,0.01,2025-06-30,1연주,1482,99.6,511,C,HSHS
2공장,CH48289,C13,RJ1,73,18.28,8.22,0.03,2025-06-30,1연주,1480,96.8,111,C,HSHS
2공장,CH48289,C13,RJ1,73,18.28,8.22,0.03,2025-06-30,1연주,1480,96.8,311,C,HSHS
2공장,CH48289,C13,RJ1,73,18.28,8.22,0.03,2025-06-30,1연주,1480,96.8,411,C,HSHS
2공장,CH48289,C13,RJ1,73,18.28,8.22,0.03,2025-06-30,2연주,1480,96.8,511,C,HSHS
2공장,CH48289,C13,RJ1,73,18.28,8.22,0.03,2025-06-30,2연주,1480,96.8,611,C,HSHS
2공장,CH48290,C13,RJ1,75,18.2,8.18,0.01,2025-06-30,1연주,1500,94.8,211,C,HSHS
2공장,CH48290,C13,RJ1,75,18.2,8.18,0.01,2025-06-30,1연주,1500,94.8,411,C,HSHS
2공장,CH48290,C13,RJ1,75,18.2,8.18,0.01,2025-06-30,2연주,1500,94.8,311,C,HSHS
2공장,CH48290,C13,RJ1,75,18.2,8.18,0.01,2025-06-30,2연주,1500,94.8,511,C,HSHS
2공장,CH48290,C13,RJ1,75,18.2,8.18,0.01,2025-06-30,2연주,1500,94.8,611,C,HSHS
2공장,CH48291,C13,RJ1,72,18.24,8.22,0.01,2025-06-30,2연주,1485,88.5,111,C,HSHS
2공장,CH48291,C13,RJ1,72,18.24,8.22,0.01,2025-06-30,2연주,1485,88.5,211,C,HSHS
2공장,CH48291,C13,RJ1,72,18.24,8.22,0.01,2025-06-30,2연주,1485,88.5,311,C,HSHS
2공장,CH48291,C13,RJ1,72,18.24,8.22,0.01,2025-06-30,2연주,1485,88.5,411,C,HSHS
2공장,CH48291,C13,RJ1,72,18.24,8.22,0.01,2025-06-30,2연주,1485,88.5,511,C,HSHS
2공장,CH48291,C13,RJ1,72,18.24,8.22,0.01,2025-06-30,2연주,1485,88.5,611,C,HSHS
2공장,CH48291,C13,RJ1,72,18.24,8.22,0.01,2025-06-30,2연주,1485,88.5,711,C,HSHS
2공장,CH48292,C13,RJ1,70,18.22,8.2,0.01,2025-06-30,1연주,1488,99.5,211,C,HSHS
2공장,CH48292,C13,RJ1,70,18.22,8.2,0.01,2025-06-30,1연주,1488,99.5,311,C,HSHS
2공장,CH48292,C13,RJ1,70,18.22,8.2,0.01,2025-06-30,1연주,1488,99.5,411,C,HSHS
2공장,CH48292,C13,RJ1,70,18.22,8.2,0.01,2025-06-30,1연주,1488,99.5,511,C,HSHS
2공장,CH48292,C13,RJ1,70,18.22,8.2,0.01,2025-06-30,2연주,1488,99.5,611,C,HSHS
2공장,CH48292,C13,RZ1,70,18.22,8.2,0.01,2025-06-30,2연주,1488,99.5,111,C,HSHS
2공장,CH48293,C13,Other,66,18.22,8.2,0.01,2025-06-30,2연주,1493,99.1,311,C,HSHS
2공장,CH48293,C13,RJ1,66,18.22,8.2,0.01,2025-06-30,2연주,1493,99.1,111,C,HSHS
2공장,CH48293,C13,RJ1,66,18.22,8.2,0.01,2025-06-30,2연주,1493,99.1,211,C,HSHS
2공장,CH48293,C13,RJ1,66,18.22,8.2,0.01,2025-06-30,2연주,1493,99.1,411,C,HSHS
2공장,CH48293,C13,RJ1,66,18.22,8.2,0.01,2025-06-30,2연주,1493,99.1,511,C,HSHS
2공장,CH48293,C13,RJ1,66,18.22,8.2,0.01,2025-06-30,2연주,1493,99.1,611,C,HSHS
2공장,CH48294,C13,Other,78,18.3,8.21,0.05,2025-06-30,2연주,1488,97.8,211,C,HSHS
2공장,CH48294,C13,Other,78,18.3,8.21,0.05,2025-06-30,2연주,1488,97.8,511,C,HSHS
2공장,CH48294,C13,RJ1,78,18.3,8.21,0.05,2025-06-30,2연주,1488,97.8,111,C,HSHS
2공장,CH48294,C13,RJ1,78,18.3,8.21,0.05,2025-06-30,2연주,1488,97.8,311,C,HSHS
2공장,CH48294,C13,RJ1,78,18.3,8.21,0.05,2025-06-30,2연주,1488,97.8,411,C,HSHS
2공장,CH48295,C13,Other,67,18.28,8.21,0.02,2025-06-30,2연주,1494,100,311,C,HSHS
2공장,CH48295,C13,RJ1,67,18.28,8.21,0.02,2025-06-30,2연주,1494,100,111,C,HSHS
2공장,CH48295,C13,RJ1,67,18.28,8.21,0.02,2025-06-30,2연주,1494,100,211,C,HSHS
2공장,CH48295,C13,RJ1,67,18.28,8.21,0.02,2025-06-30,2연주,1494,100,411,C,HSHS
2공장,CH48295,C13,RJ1,67,18.28,8.21,0.02,2025-06-30,2연주,1494,100,511,C,HSHS
2공장,CH48295,C13,RJ1,67,18.28,8.21,0.02,2025-06-30,2연주,1494,100,611,C,HSHS
2공장,CH48296,C13,RJ1,71,18.26,8.21,0.02,2025-06-30,2연주,1490,97.7,111,C,HSHS
2공장,CH48296,C13,RJ1,71,18.26,8.21,0.02,2025-06-30,2연주,1490,97.7,211,C,HSHS
2공장,CH48296,C13,RJ1,71,18.26,8.21,0.02,2025-06-30,2연주,1490,97.7,311,C,HSHS
2공장,CH48296,C13,RJ1,71,18.26,8.21,0.02,2025-06-30,2연주,1490,97.7,411,C,HSHS
2공장,CH48296,C13,RJ1,71,18.26,8.21,0.02,2025-06-30,2연주,1490,97.7,511,C,HSHS
2공장,CH48296,C13,RJ1,71,18.26,8.21,0.02,2025-06-30,2연주,1490,97.7,611,C,HSHS
2공장,CH48302,C12,RJ2,73,18.27,8.62,0.04,2025-07-01,2연주,1483,95.5,111,C,HSHS
2공장,CH48302,C12,RJ2,73,18.27,8.62,0.04,2025-07-01,2연주,1483,95.5,211,C,HSHS
2공장,CH48302,C12,RJ2,73,18.27,8.62,0.04,2025-07-01,2연주,1483,95.5,311,C,HSHS
2공장,CH48302,C12,RJ2,73,18.27,8.62,0.04,2025-07-01,2연주,1483,95.5,411,C,HSHS
2공장,CH48302,C12,RJ2,73,18.27,8.62,0.04,2025-07-01,2연주,1483,95.5,511,C,HSHS
2공장,CH48302,C12,RJ2,73,18.27,8.62,0.04,2025-07-01,2연주,1483,95.5,611,C,HSHS
2공장,CH48303,C12,RJ2,68,18.15,8.62,0.02,2025-07-01,2연주,1485,98,111,C,HSHS
2공장,CH48303,C12,RJ2,68,18.15,8.62,0.02,2025-07-01,2연주,1485,98,211,C,HSHS
2공장,CH48303,C12,RJ2,68,18.15,8.62,0.02,2025-07-01,2연주,1485,98,311,C,HSHS
2공장,CH48303,C12,RJ2,68,18.15,8.62,0.02,2025-07-01,2연주,1485,98,411,C,HSHS
2공장,CH48303,C12,RJ2,68,18.15,8.62,0.02,2025-07-01,2연주,1485,98,511,C,HSHS
2공장,CH48303,C12,RJ2,68,18.15,8.62,0.02,2025-07-01,2연주,1485,98,611,C,HSHS
2공장,CH48304,C12,RJ2,69,18.27,8.6,0.02,2025-07-01,2연주,1491,97.6,111,C,HSHS
2공장,CH48304,C12,RJ2,69,18.27,8.6,0.02,2025-07-01,2연주,1491,97.6,211,C,HSHS
2공장,CH48304,C12,RJ2,69,18.27,8.6,0.02,2025-07-01,2연주,1491,97.6,311,C,HSHS
2공장,CH48304,C12,RJ2,69,18.27,8.6,0.02,2025-07-01,2연주,1491,97.6,411,C,HSHS
2공장,CH48304,C12,RJ2,69,18.27,8.6,0.02,2025-07-01,2연주,1491,97.6,511,C,HSHS
2공장,CH48304,C12,RJ2,69,18.27,8.6,0.02,2025-07-01,2연주,1491,97.6,611,C,HSHS
2공장,CH48305,C12,RJ2,75,18.41,8.63,0.02,2025-07-01,2연주,1485,97.8,311,C,HSHS
2공장,CH48305,C12,RJ2,75,18.41,8.63,0.02,2025-07-01,2연주,1485,97.8,411,C,HSHS
2공장,CH48305,C12,RJ2,75,18.41,8.63,0.02,2025-07-01,2연주,1485,97.8,511,C,HSHS
2공장,CH48305,C12,RJ2,75,18.41,8.63,0.02,2025-07-01,2연주,1485,97.8,611,C,HSHS
2공장,CH48305,C12,RJ2,75,18.41,8.63,0.02,2025-07-01,2연주,1485,97.8,711,C,HSHS
2공장,CH48305,C12,RJ2,75,18.41,8.63,0.02,2025-07-01,2연주,1485,97.8,811,C,HSHS
2공장,CH48322,C12,RJ2,70,18.22,8.57,0.01,2025-07-02,1연주,1482,95.5,311,C,HSHS
2공장,CH48322,C12,RJ2,70,18.22,8.57,0.01,2025-07-02,2연주,1482,95.5,211,C,HSHS
2공장,CH48322,C12,RJ2,70,18.22,8.57,0.01,2025-07-02,2연주,1482,95.5,411,C,HSHS
2공장,CH48322,C12,RJ2,70,18.22,8.57,0.01,2025-07-02,2연주,1482,95.5,511,C,HSHS
2공장,CH48322,C12,RJ2,70,18.22,8.57,0.01,2025-07-02,2연주,1482,95.5,611,C,HSHS
2공장,CH48323,C12,RJ2,72,18.22,8.6,0.02,2025-07-02,2연주,1485,99.3,111,C,HSHS
2공장,CH48323,C12,RJ2,72,18.22,8.6,0.02,2025-07-02,2연주,1485,99.3,211,C,HSHS
2공장,CH48323,C12,RJ2,72,18.22,8.6,0.02,2025-07-02,2연주,1485,99.3,311,C,HSHS
2공장,CH48323,C12,RJ2,72,18.22,8.6,0.02,2025-07-02,2연주,1485,99.3,411,C,HSHS
2공장,CH48323,C12,RJ2,72,18.22,8.6,0.02,2025-07-02,2연주,1485,99.3,511,C,HSHS
2공장,CH48323,C12,RJ2,72,18.22,8.6,0.02,2025-07-02,2연주,1485,99.3,611,C,HSHS
2공장,CH48324,C12,RJ2,78,18.32,8.61,0.01,2025-07-02,2연주,1480,97.8,111,C,HSHS
2공장,CH48324,C12,RJ2,78,18.32,8.61,0.01,2025-07-02,2연주,1480,97.8,211,C,HSHS
2공장,CH48324,C12,RJ2,78,18.32,8.61,0.01,2025-07-02,2연주,1480,97.8,311,C,HSHS
2공장,CH48324,C12,RJ2,78,18.32,8.61,0.01,2025-07-02,2연주,1480,97.8,411,C,HSHS
2공장,CH48324,C12,RJ2,78,18.32,8.61,0.01,2025-07-02,2연주,1480,97.8,511,C,HSHS
2공장,CH48325,C12,RJ2,73,18.25,8.63,0.01,2025-07-02,2연주,1481,99,111,C,HSHS
2공장,CH48325,C12,RJ2,73,18.25,8.63,0.01,2025-07-02,2연주,1481,99,211,C,HSHS
2공장,CH48325,C12,RJ2,73,18.25,8.63,0.01,2025-07-02,2연주,1481,99,311,C,HSHS
2공장,CH48325,C12,RJ2,73,18.25,8.63,0.01,2025-07-02,2연주,1481,99,411,C,HSHS
2공장,CH48325,C12,RJ2,73,18.25,8.63,0.01,2025-07-02,2연주,1481,99,511,C,HSHS
2공장,CH48325,C12,RJ2,73,18.25,8.63,0.01,2025-07-02,2연주,1481,99,611,C,HSHS
2공장,CH48325,C12,RJ2,73,18.25,8.63,0.01,2025-07-02,2연주,1481,99,711,C,HSHS
2공장,CH48326,C12,RJ1,74,18.28,8.64,0.01,2025-07-02,2연주,1489,98.8,611,C,HSHS
2공장,CH48326,C12,RJ2,74,18.28,8.64,0.01,2025-07-02,2연주,1489,98.8,111,C,HSHS
2공장,CH48326,C12,RJ2,74,18.28,8.64,0.01,2025-07-02,2연주,1489,98.8,211,C,HSHS
2공장,CH48326,C12,RJ2,74,18.28,8.64,0.01,2025-07-02,2연주,1489,98.8,311,C,HSHS
2공장,CH48326,C12,RJ2,74,18.28,8.64,0.01,2025-07-02,2연주,1489,98.8,411,C,HSHS
2공장,CH48328,C13,RJ1,69,18.18,8.26,0.02,2025-07-02,2연주,1483,99.2,311,C,HSHS
2공장,CH48328,C13,RJ1,69,18.18,8.26,0.02,2025-07-02,2연주,1483,99.2,411,C,HSHS
2공장,CH48330,C13,RJ1,73,18.29,8.22,0.02,2025-07-02,2연주,1484,94.5,111,C,HSHS
2공장,CH48330,C13,RJ1,73,18.29,8.22,0.02,2025-07-02,2연주,1484,94.5,211,C,HSHS
2공장,CH48330,C13,RJ1,73,18.29,8.22,0.02,2025-07-02,2연주,1484,94.5,311,C,HSHS
2공장,CH48330,C13,RJ1,73,18.29,8.22,0.02,2025-07-02,2연주,1484,94.5,411,C,HSHS
2공장,CH48330,C13,RJ1,73,18.29,8.22,0.02,2025-07-02,2연주,1484,94.5,511,C,HSHS
2공장,CH48330,C13,RJ1,73,18.29,8.22,0.02,2025-07-02,2연주,1484,94.5,611,C,HSHS
2공장,CH48331,C13,RJ1,73,18.38,8.23,0.01,2025-07-02,2연주,1487,95.5,111,C,HSHS
2공장,CH48331,C13,RJ1,73,18.38,8.23,0.01,2025-07-02,2연주,1487,95.5,211,C,HSHS
2공장,CH48331,C13,RJ1,73,18.38,8.23,0.01,2025-07-02,2연주,1487,95.5,311,C,HSHS
2공장,CH48331,C13,RJ1,73,18.38,8.23,0.01,2025-07-02,2연주,1487,95.5,411,C,HSHS
2공장,CH48331,C13,RJ1,73,18.38,8.23,0.01,2025-07-02,2연주,1487,95.5,511,C,HSHS
2공장,CH48331,C13,RJ1,73,18.38,8.23,0.01,2025-07-02,4연주,1487,95.5,611,C,HSHS
2공장,CH48331,C13,RJ1,73,18.38,8.23,0.01,2025-07-02,4연주,1487,95.5,711,C,HSHS
2공장,CH48332,C13,RJ1,79,18.34,8.26,0.01,2025-07-02,2연주,1490,99,111,C,HSHS
2공장,CH48332,C13,RJ1,79,18.34,8.26,0.01,2025-07-02,2연주,1490,99,211,C,HSHS
2공장,CH48332,C13,RJ1,79,18.34,8.26,0.01,2025-07-02,2연주,1490,99,311,C,HSHS
2공장,CH48332,C13,RJ1,79,18.34,8.26,0.01,2025-07-02,2연주,1490,99,411,C,HSHS
2공장,CH48332,C13,RJ1,79,18.34,8.26,0.01,2025-07-02,2연주,1490,99,511,C,HSHS
2공장,CH48332,C13,RJ1,79,18.34,8.26,0.01,2025-07-02,2연주,1490,99,611,C,HSHS
2공장,CH48333,C13,RJ1,76,18.35,8.28,0.02,2025-07-03,2연주,1490,99.8,111,C,HSHS
2공장,CH48333,C13,RJ1,76,18.35,8.28,0.02,2025-07-03,2연주,1490,99.8,211,C,HSHS
2공장,CH48333,C13,RJ1,76,18.35,8.28,0.02,2025-07-03,2연주,1490,99.8,311,C,HSHS
2공장,CH48333,C13,RJ1,76,18.35,8.28,0.02,2025-07-03,2연주,1490,99.8,411,C,HSHS
2공장,CH48333,C13,RJ1,76,18.35,8.28,0.02,2025-07-03,2연주,1490,99.8,511,C,HSHS
2공장,CH48333,C13,RJ1,76,18.35,8.28,0.02,2025-07-03,2연주,1490,99.8,611,C,HSHS
2공장,CH48334,C13,RJ1,76,18.16,8.23,0.02,2025-07-03,2연주,1488,96.7,111,C,HSHS
2공장,CH48334,C13,RJ1,76,18.16,8.23,0.02,2025-07-03,2연주,1488,96.7,211,C,HSHS
2공장,CH48334,C13,RJ1,76,18.16,8.23,0.02,2025-07-03,2연주,1488,96.7,311,C,HSHS
2공장,CH48334,C13,RJ1,76,18.16,8.23,0.02,2025-07-03,2연주,1488,96.7,411,C,HSHS
2공장,CH48334,C13,RJ1,76,18.16,8.23,0.02,2025-07-03,2연주,1488,96.7,511,C,HSHS
2공장,CH48334,C13,RZ6,76,18.16,8.23,0.02,2025-07-03,1연주,1488,96.7,611,C,HSHS
2공장,CH48335,C12,RJ1,72,18.26,8.55,0.02,2025-07-03,1연주,1495,95.5,211,C,HSHS
2공장,CH48335,C12,RJ1,72,18.26,8.55,0.02,2025-07-03,1연주,1495,95.5,311,C,HSHS
2공장,CH48335,C12,RJ1,72,18.26,8.55,0.02,2025-07-03,1연주,1495,95.5,411,C,HSHS
2공장,CH48335,C12,RJ1,72,18.26,8.55,0.02,2025-07-03,2연주,1495,95.5,511,C,HSHS
2공장,CH48335,C12,RJ1,72,18.26,8.55,0.02,2025-07-03,2연주,1495,95.5,611,C,HSHS
2공장,CH48336,C12,RJ1,73,18.22,8.58,0.04,2025-07-03,2연주,1481,83.8,111,C,HSHS
2공장,CH48336,C12,RJ2,73,18.22,8.58,0.04,2025-07-03,2연주,1481,83.8,211,C,HSHS
2공장,CH48336,C12,RJ2,73,18.22,8.58,0.04,2025-07-03,2연주,1481,83.8,311,C,HSHS
2공장,CH48336,C12,RJ2,73,18.22,8.58,0.04,2025-07-03,2연주,1481,83.8,411,C,HSHS
2공장,CH48336,C12,RJ2,73,18.22,8.58,0.04,2025-07-03,2연주,1481,83.8,511,C,HSHS
2공장,CH48336,C12,RJ2,73,18.22,8.58,0.04,2025-07-03,2연주,1481,83.8,611,C,HSHS
2공장,CH48337,C12,RJ1,63,18.24,8.65,0.02,2025-07-03,1연주,1481,79,511,C,HSHS
2공장,CH48337,C12,RJ1,63,18.24,8.65,0.02,2025-07-03,1연주,1481,79,611,C,HSHS
2공장,CH48337,C12,RJ1,63,18.24,8.65,0.02,2025-07-03,2연주,1481,79,111,C,HSHS
